state_name,state_abb,year,pe_coal,pe_naturalgas,pe_petroleum,pe_nuclear,pe_totalrenew,re_biomass,re_geothermal,re_hydropower,re_solar,re_wind
Maine,ME,1990,10413,4572,247447,51436,151630,108995,0,42550,85,0
Michigan,MI,1990,788043,879335,871782,228682,102166,84428,579,16934,226,0
Minnesota,MN,1990,325469,291771,502903,128458,60972,51571,145,8915,338,3
Missouri,MO,1990,539572,241335,586562,84635,43149,20139,45,22802,163,0
Mississippi,MS,1990,103944,261921,374048,78541,84868,84840,25,0,4,0
Montana,MT,1990,168848,44378,142439,0,123371,11767,126,111476,1,0
North Carolina,NC,1990,568294,166744,715480,274130,168721,97501,123,70936,161,0
North Dakota,ND,1990,374517,28045,112054,0,21154,3273,82,17799,0,0
Nebraska,NE,1990,142021,106854,205026,79485,19705,7757,80,11859,9,0
New Hampshire,NH,1990,31544,14265,159032,43182,46824,27230,0,19567,27,0
New Jersey,NJ,1990,80800,447829,1127887,251538,26140,25351,63,326,400,0
New Mexico,NM,1990,275661,251470,210758,0,8718,5892,117,2137,573,0
Nevada,NV,1990,165306,66759,168907,0,30071,3253,8707,18048,62,0
New York,NY,1990,349779,894964,1785597,249982,390950,97387,73,293214,276,0
Ohio,OH,1990,1425314,775706,1087841,112845,79958,77705,347,1887,19,0
Oklahoma,OK,1990,278807,628222,430559,0,49914,21420,1,28404,89,0
Oregon,OR,1990,15658,111724,346180,64273,487410,57715,392,428982,314,6
Pennsylvania,PA,1990,1469705,680468,1311090,611503,91855,61362,202,29845,445,0
Rhode Island,RI,1990,129,40399,104515,0,4499,4357,0,103,38,0
South Carolina,SC,1990,289222,134089,387626,453763,106617,72214,82,34306,15,0
South Dakota,SD,1990,34882,25446,108392,0,44283,3204,154,40926,0,0
Tennessee,TN,1990,600526,227522,553207,148175,165010,60744,26,104180,60,0
Texas,TX,1990,1333671,3876543,4758496,167823,117290,98022,236,18657,374,0
Utah,UT,1990,366842,126913,193227,0,10778,3445,2004,5289,40,0
Virginia,VA,1990,355067,192022,752480,252065,105874,92001,125,13621,127,0
Vermont,VT,1990,201,6678,72019,38267,19484,5278,0,14199,7,0
Washington,WA,1990,85575,167430,763170,60762,1004696,94426,77,909829,364,0
Wisconsin,WI,1990,394460,311236,478557,118793,103244,82007,79,20954,204,0
West Virginia,WV,1990,873485,129005,207656,0,18512,5009,0,13471,32,0
Wyoming,WY,1990,459772,101316,122829,0,9529,2173,649,6705,2,0
United States,US,1990,19167682,19627801,33500896,6104350,6041894,2736982,170747,3046391,58768,29007
Alaska,AK,1991,12675,367952,204675,0,17357,7954,51,9352,1,0
Alabama,AL,1991,723921,261476,486549,166430,257202,144773,14,112268,148,0
Arkansas,AR,1991,215945,212680,261975,132746,110143,71732,117,37016,1278,0
Arizona,AZ,1991,347261,128178,354652,263104,88774,14585,236,70292,3661,0
California,CA,1991,89519,2208285,3254790,330684,658107,219221,155529,229144,23797,30416
Colorado,CO,1991,330609,268787,331410,0,32617,13316,408,18725,167,0
Connecticut,CT,1991,38582,115683,426380,128355,35008,30415,0,4522,71,0
District of Columbia,DC,1991,1653,31287,35739,0,1347,1347,0,0,1,0
Delaware,DE,1991,56853,38967,139102,0,1734,1645,60,0,29,0
Florida,FL,1991,650316,360992,1545238,215001,213746,183237,1400,2745,26362,0
Georgia,GA,1991,643363,331599,780556,272752,227699,183376,43,44166,114,0
Hawaii,HI,1991,1063,0,266571,0,27516,25446,0,741,957,372
Iowa,IA,1991,349273,188083,304543,43475,76130,66649,68,9404,9,0
Idaho,ID,1991,12271,52741,120517,0,116219,24416,535,91266,2,0
Illinois,IL,1991,757572,999478,1052333,753444,108933,107182,293,1403,54,0
Indiana,IN,1991,1338976,460594,783275,0,61906,57183,544,4164,13,0
Kansas,KS,1991,268537,373151,366669,61422,14307,14097,63,110,36,0
Kentucky,KY,1991,802748,196251,497931,0,59493,21060,256,38173,4,0
Louisiana,LA,1991,214236,1596766,1646691,146317,128100,121049,131,6851,69,0
Massachusetts,MA,1991,117917,283708,779969,46304,66582,54712,39,11635,196,0
Maryland,MD,1991,274761,182961,492584,94734,41675,26869,78,14686,41,0
Maine,ME,1991,15409,5001,236445,65676,157261,117335,0,39837,90,0
Michigan,MI,1991,764149,889956,873873,283290,110847,91714,628,18280,226,0
Minnesota,MN,1991,301476,318200,509447,126427,65660,54336,157,10823,341,2
Missouri,MO,1991,533887,258636,580164,104624,32516,20623,49,11682,162,0
Mississippi,MS,1991,95302,257004,384670,95750,89510,89472,34,0,4,0
Montana,MT,1991,184213,46719,135154,0,142264,17218,126,124919,1,0
North Carolina,NC,1991,567411,172818,705946,317795,137701,76354,134,61052,162,0
North Dakota,ND,1991,378936,36122,113247,0,22111,3682,97,18333,0,0
Nebraska,NE,1991,152008,111956,200522,84372,19436,8422,102,10902,9,0
New Hampshire,NH,1991,34784,14098,146347,71164,40894,24322,0,16544,27,0
New Jersey,NJ,1991,61891,495053,1125667,260072,35990,35277,68,225,420,0
New Mexico,NM,1991,234301,227349,226518,0,9344,6168,121,2474,581,0
Nevada,NV,1991,180259,68175,174349,0,39509,3535,11222,24682,71,0
New York,NY,1991,352268,916539,1667903,298252,379052,95097,95,283568,292,0
Ohio,OH,1991,1413415,798398,1054525,155507,85301,83295,377,1609,19,0
Oklahoma,OK,1991,312747,589960,433239,0,41216,21066,1,20059,89,0
Oregon,OR,1991,32760,127778,359850,15363,484638,55081,401,428798,352,6
Pennsylvania,PA,1991,1425228,666938,1266691,602575,90246,69518,236,20041,451,0
Rhode Island,RI,1991,101,77996,95651,0,4585,4439,0,104,42,0
South Carolina,SC,1991,290951,137393,399050,451945,107666,75093,89,32470,15,0
South Dakota,SD,1991,38674,26730,97389,0,44067,3942,175,39950,0,0
Tennessee,TN,1991,565397,234594,526118,173895,178555,64996,29,113470,60,0
Texas,TX,1991,1333449,3823075,4782851,207582,122315,98409,272,23216,419,0
Utah,UT,1991,344365,142458,205358,0,12555,3608,2365,6543,40,0
Virginia,VA,1991,379934,188469,731252,250424,107612,96061,152,11271,127,0
Vermont,VT,1991,307,6982,77556,43072,17310,6317,0,10986,7,0
Washington,WA,1991,89085,179237,761591,44346,1007895,75058,96,932377,363,0
Wisconsin,WI,1991,405601,333844,478345,115234,109956,83398,86,26264,208,0
West Virginia,WV,1991,802006,118823,199249,0,16399,5250,0,11118,32,0
Wyoming,WY,1991,450771,103129,109136,0,10779,2448,649,7680,2,0
United States,US,1991,18989140,20033047,32790251,6422132,6067787,2781799,177626,3015943,61623,30796
Alaska,AK,1992,12509,383887,212539,0,18300,8753,51,9495,1,0
Alabama,AL,1992,775653,287947,491998,203111,257599,151327,15,106109,148,0
Arkansas,AR,1992,220706,226598,271674,118591,112813,76481,126,34928,1278,0
Arizona,AZ,1992,369743,133771,365236,268149,87528,15095,237,68472,3725,0
California,CA,1992,91515,2294135,3245822,369043,642475,226570,154136,208571,23578,29619
Colorado,CO,1992,339652,259036,340901,0,28988,12891,412,15504,181,0
Connecticut,CT,1992,39166,126132,422371,175606,39390,34934,0,4382,74,0
District of Columbia,DC,1992,1254,33187,34547,0,1412,1411,0,0,1,0
Delaware,DE,1992,46120,37201,147977,0,1784,1691,64,0,29,0
Florida,FL,1992,649439,371137,1567742,262989,231574,200092,1513,2437,27532,0
Georgia,GA,1992,613139,351369,795239,293149,234696,183692,47,50834,123,0
Hawaii,HI,1992,6750,0,272480,0,26800,24901,23,632,1010,235
Iowa,IA,1992,329253,179626,314515,35655,80204,69783,73,10339,9,0
Idaho,ID,1992,9620,50382,118730,0,95136,25784,535,68815,2,0
Illinois,IL,1992,698647,1003295,1078468,772156,114816,112998,316,1441,61,0
Indiana,IN,1992,1291098,485267,779449,0,63036,56616,587,5817,16,0
Kansas,KS,1992,253303,338755,382061,88906,14248,14026,83,101,37,1
Kentucky,KY,1992,812932,200899,528196,0,61359,22118,276,38961,4,0
Louisiana,LA,1992,223538,1619499,1735750,108433,131568,124568,141,6789,70,0
Massachusetts,MA,1992,112044,344350,767820,49653,68433,57721,57,10454,200,0
Maryland,MD,1992,247493,189963,494384,111662,46672,27672,85,18871,45,0
Maine,ME,1992,27500,5333,232092,56104,159035,122617,0,36327,91,0
Michigan,MI,1992,707470,964201,876843,197365,113219,93884,677,18432,226,0
Minnesota,MN,1992,300773,312165,538597,116923,72610,61107,169,10988,344,1
Missouri,MO,1992,522331,241227,600605,84647,37086,21551,53,15319,163,0
Mississippi,MS,1992,86785,250696,399471,85587,90830,90783,43,0,4,0
Montana,MT,1992,194093,46615,139897,0,95817,10152,126,85537,1,1
North Carolina,NC,1992,649160,186902,734150,238255,159968,100004,144,59657,163,0
North Dakota,ND,1992,399188,32147,117579,0,21389,3707,112,17570,0,0
Nebraska,NE,1992,140933,103220,203315,91605,21140,9884,124,11122,10,0
New Hampshire,NH,1992,34679,16907,146937,82393,42211,27770,0,14413,28,0
New Jersey,NJ,1992,62741,625894,1123664,226122,38620,37870,73,231,445,0
New Mexico,NM,1992,267469,211096,231443,0,9308,5962,125,2638,584,0
Nevada,NV,1992,178836,81193,178800,0,37488,3796,13061,20536,95,0
New York,NY,1992,355983,1032726,1573605,252926,395108,104515,117,290162,314,0
Ohio,OH,1992,1416870,838235,1095319,155028,84110,81062,406,2618,23,0
Oklahoma,OK,1992,328337,565655,468171,0,53293,19677,1,33526,89,0
Oregon,OR,1992,40780,127163,369828,47880,375975,47150,409,328033,378,6
Pennsylvania,PA,1992,1473154,717188,1283797,629650,107587,80199,270,26658,460,0
Rhode Island,RI,1992,123,117757,104490,0,4840,4693,0,103,44,0
South Carolina,SC,1992,288325,141758,387865,476813,110649,76301,96,34237,16,0
South Dakota,SD,1992,36042,27035,103259,0,41909,4357,197,37355,0,0
Tennessee,TN,1992,590306,249234,561444,163909,168952,65326,31,103534,61,0
Texas,TX,1992,1324063,3768323,4986280,256502,136103,108088,307,27284,424,0
Utah,UT,1992,363056,132362,201745,0,12402,3785,2347,6230,40,0
Virginia,VA,1992,379542,220950,724875,244334,110879,99299,179,11273,128,0
Vermont,VT,1992,508,7570,81981,39105,16014,6477,0,9530,7,0
Washington,WA,1992,106087,180583,847703,59605,806664,99563,116,706614,372,0
Wisconsin,WI,1992,395035,334867,476373,117350,110394,85250,92,24837,214,0
West Virginia,WV,1992,812735,137666,197870,0,18857,5680,0,13145,32,0
Wyoming,WY,1992,491324,130703,113026,0,9262,2038,649,6574,2,0
United States,US,1992,19117802,20723809,33468926,6479206,5820551,2931673,178699,2617436,62880,29863
Alaska,AK,1993,13630,375971,213456,0,20551,7067,51,13433,1,0
Alabama,AL,1993,812948,302250,498060,187216,269514,176217,16,93134,148,0
Arkansas,AR,1993,200450,232682,284367,142032,133803,85912,133,46486,1272,0
Arizona,AZ,1993,389839,118159,379251,231601,86942,13871,237,69040,3794,0
California,CA,1993,84669,2213111,3155634,331724,822390,193993,155587,417437,24615,30758
Colorado,CO,1993,347233,286366,364253,0,33636,13325,414,19709,188,0
Connecticut,CT,1993,37303,125793,398029,229006,39678,35325,0,4275,78,0
District of Columbia,DC,1993,1279,33325,36925,0,1946,1945,0,0,1,0
Delaware,DE,1993,63469,39346,147230,0,2492,2395,68,0,29,0
Florida,FL,1993,654527,368011,1615819,271916,217481,185167,1611,2173,28530,0
Georgia,GA,1993,655174,359989,872312,286059,240389,194264,49,45944,133,0
Hawaii,HI,1993,15575,0,239247,0,27829,24388,1570,580,1065,226
Iowa,IA,1993,344102,196652,339473,33981,80903,73113,78,7703,9,0
Idaho,ID,1993,9782,58294,128448,0,125883,25189,535,100157,2,0
Illinois,IL,1993,812832,1043124,1102832,823235,98173,96425,336,1342,70,0
Indiana,IN,1993,1319875,521235,801174,0,53578,48311,624,4623,20,0
Kansas,KS,1993,302570,386513,352596,82977,13513,13322,102,51,37,1
Kentucky,KY,1993,921147,213053,526612,0,50100,17276,294,32526,4,0
Louisiana,LA,1993,223457,1637028,1759008,151238,138255,125335,150,12700,70,0
Massachusetts,MA,1993,99579,350562,741938,45574,69750,60375,75,9096,204,0
Maryland,MD,1993,261730,186562,517723,129208,49263,32028,90,17095,49,0
Maine,ME,1993,17377,5191,239297,60292,158153,124594,0,33461,98,0
Michigan,MI,1993,715473,924909,903733,299627,106055,86947,720,18163,226,0
Minnesota,MN,1993,325850,331511,547209,125902,78149,65761,180,11864,342,2
Missouri,MO,1993,467752,280680,620426,88038,52644,19596,56,32829,163,0
Mississippi,MS,1993,99325,235310,422266,83019,92918,92863,52,0,4,0
Montana,MT,1993,161903,54265,149526,0,109033,9794,126,99112,1,0
North Carolina,NC,1993,689419,192526,759709,249564,157578,105849,153,51412,164,0
North Dakota,ND,1993,399919,36274,115068,0,18259,3545,126,14588,0,0
Nebraska,NE,1993,166207,122210,199079,71481,20857,10376,145,10326,10,0
New Hampshire,NH,1993,37485,16932,147279,95028,42448,27877,0,14542,28,0
New Jersey,NJ,1993,63133,651646,1089682,261888,37099,36360,78,196,465,0
New Mexico,NM,1993,270273,224999,232189,0,8838,5098,128,3029,584,0
Nevada,NV,1993,172371,87493,190337,0,41377,4159,16787,20331,99,0
New York,NY,1993,326194,1021481,1559483,282445,421586,117581,137,303531,337,0
Ohio,OH,1993,1431633,864580,1100196,105152,65996,63582,432,1955,27,0
Oklahoma,OK,1993,355829,600099,457287,0,67957,22946,1,44921,89,0
Oregon,OR,1993,37131,141796,360397,-223,417186,46636,413,369723,414,0
Pennsylvania,PA,1993,1487022,731693,1314251,623208,105517,80254,301,24499,464,0
Rhode Island,RI,1993,72,76502,99496,0,5181,5041,0,97,43,0
South Carolina,SC,1993,329445,145591,397231,485168,110225,79694,102,30413,16,0
South Dakota,SD,1993,36371,31708,106331,0,31197,4270,216,26712,0,0
Tennessee,TN,1993,685674,263147,572761,34714,152077,59674,33,92309,61,0
Texas,TX,1993,1430676,3925163,4927256,130321,117748,98558,339,18416,435,0
Utah,UT,1993,370982,149255,205702,0,14642,3794,1942,8866,40,0
Virginia,VA,1993,397271,248412,741831,238323,119114,105242,205,13539,128,0
Vermont,VT,1993,145,7221,81392,35421,18238,8114,0,10116,8,0
Washington,WA,1993,97804,229613,759003,74946,797958,103527,133,693923,374,0
Wisconsin,WI,1993,403278,352381,501031,120424,105835,79885,98,25634,218,0
West Virginia,WV,1993,821171,144246,197702,0,18684,7167,0,11485,31,0
Wyoming,WY,1993,467772,110499,119969,0,10749,1981,649,8118,2,0
United States,US,1993,19836126,21255357,33591507,6410499,6079367,2906004,185573,2891613,65190,30987
Alaska,AK,1994,12578,367592,219277,0,23590,9659,51,13879,1,0
Alabama,AL,1994,773804,299250,525738,214054,334002,215932,14,117903,153,0
Arkansas,AR,1994,222169,247187,297298,145531,119609,82506,123,35721,1259,0
Arizona,AZ,1994,402390,139733,387714,242182,94235,14181,236,75982,3836,0
California,CA,1994,84616,2334777,3304777,352778,635982,195852,142640,237398,25150,34942
Colorado,CO,1994,359375,272152,371844,0,29288,12746,406,15928,208,0
Connecticut,CT,1994,38584,134374,382203,210712,40824,35727,0,4964,134,0
District of Columbia,DC,1994,1169,31188,38150,0,1849,1848,0,0,1,0
Delaware,DE,1994,57477,47255,141387,0,2422,2330,63,0,29,0
Florida,FL,1994,663382,417702,1667888,278881,215930,182190,1521,2831,29387,0
Georgia,GA,1994,685757,351897,880083,302346,240939,196067,46,44683,143,0
Hawaii,HI,1994,15740,0,257889,0,25405,20724,1912,1438,1120,210
Iowa,IA,1994,348935,198503,353616,42930,85415,74190,167,11049,9,1
Idaho,ID,1994,9663,59069,132069,0,106260,24060,535,81663,2,0
Illinois,IL,1994,825387,1038608,1108660,759385,100880,99239,310,1244,86,0
Indiana,IN,1994,1297228,523523,829694,0,51764,46872,670,4197,24,0
Kansas,KS,1994,300955,415552,346720,89145,13084,12823,121,102,37,1
Kentucky,KY,1994,896399,221269,528177,0,57565,15791,366,41404,4,0
Louisiana,LA,1994,230869,1649015,1865978,133562,148325,137993,233,10027,72,0
Massachusetts,MA,1994,101755,381130,718173,40330,73476,63487,96,9676,218,0
Maryland,MD,1994,268862,190998,520692,117432,52990,32125,83,20730,51,0
Maine,ME,1994,17631,5268,253439,69317,156736,120409,0,36217,110,0
Michigan,MI,1994,800996,917002,904323,147836,108905,90764,758,17127,256,0
Minnesota,MN,1994,332848,327091,565003,127761,81517,68854,166,11747,342,408
Missouri,MO,1994,539958,267762,652393,104588,38883,18901,52,19768,162,0
Mississippi,MS,1994,97270,266219,401065,100493,95203,95092,101,0,10,0
Montana,MT,1994,193689,53315,148716,0,94371,10172,126,84070,1,0
North Carolina,NC,1994,632792,195303,769268,338080,187840,113339,141,74196,164,0
North Dakota,ND,1994,402452,39325,116351,0,23492,4211,129,19151,0,0
Nebraska,NE,1994,160506,123981,206553,66321,24719,11008,162,13533,16,0
New Hampshire,NH,1994,33580,19813,151807,64842,40356,25252,0,15075,30,0
New Jersey,NJ,1994,65071,706021,1169163,231296,41787,41040,72,156,519,0
New Mexico,NM,1994,278385,221479,221276,0,8156,5225,144,2196,590,0
Nevada,NV,1994,180270,104940,200260,0,39090,3201,16403,19352,135,0
New York,NY,1994,316750,1094082,1493381,305527,409947,122702,154,286695,397,0
Ohio,OH,1994,1386079,871347,1115705,114473,94253,91752,493,1978,30,0
Oklahoma,OK,1994,333445,595671,467102,0,50125,24095,1,25941,88,0
Oregon,OR,1994,44583,152929,366782,0,367996,45054,409,322069,464,0
Pennsylvania,PA,1994,1439646,738865,1345845,702446,114040,84884,304,28367,484,0
Rhode Island,RI,1994,75,112094,104400,0,5066,4926,0,96,43,0
South Carolina,SC,1994,330813,148708,394542,464760,114631,83212,94,31309,16,0
South Dakota,SD,1994,41355,31228,109047,0,57892,4751,233,52908,0,0
Tennessee,TN,1994,622698,253995,592881,124717,186064,61892,30,124080,61,0
Texas,TX,1994,1389409,3885072,5149512,300448,115384,98792,341,15788,464,0
Utah,UT,1994,380866,146416,210443,0,13808,3552,2463,7742,51,0
Virginia,VA,1994,371724,260366,754018,265782,123271,111101,216,11823,131,0
Vermont,VT,1994,124,7274,80554,45106,19068,8340,0,10715,13,0
Washington,WA,1994,106884,263176,794789,70444,781385,104383,153,676477,373,0
Wisconsin,WI,1994,424867,360440,514289,120370,108116,84819,91,22987,219,0
West Virginia,WV,1994,890802,155098,206789,0,18865,7016,0,11818,31,0
Wyoming,WY,1994,490891,112252,119956,0,12356,2449,649,9256,2,0
United States,US,1994,19903559,21757307,34457681,6693877,5987153,3027532,173477,2683457,67126,35560
Alaska,AK,1995,12882,432813,235221,0,23142,8941,51,14149,1,0
Alabama,AL,1995,828277,332399,536342,218045,322116,223971,15,97980,150,0
Arkansas,AR,1995,237334,271956,306763,122486,117506,82964,131,33181,1230,0
Arizona,AZ,1995,342889,127945,407598,283526,106203,16652,237,85470,3844,0
California,CA,1995,84323,2109956,3313101,317794,854526,181972,120057,495318,25349,31831
Colorado,CO,1995,344201,288383,377856,0,36531,13929,407,21977,217,0
Connecticut,CT,1995,40787,144867,363702,196995,46227,42323,0,3752,152,0
District of Columbia,DC,1995,143,33201,36938,0,1851,1850,0,0,1,0
Delaware,DE,1995,52448,62738,126245,0,2476,2381,67,0,28,0
Florida,FL,1995,686924,579310,1596852,301978,220410,186456,1648,2380,29925,0
Georgia,GA,1995,723817,383385,924610,322151,249128,205644,48,43277,159,0
Hawaii,HI,1995,19914,0,252252,0,24608,19803,2419,1009,1168,210
Iowa,IA,1995,372311,210496,361136,39191,84388,73847,187,10343,9,1
Idaho,ID,1995,8946,65687,140739,0,139475,25630,521,113322,2,0
Illinois,IL,1995,826679,1093289,1121251,824598,97861,96147,331,1278,105,0
Indiana,IN,1995,1344410,538395,808870,0,54693,49123,726,4818,25,0
Kansas,KS,1995,289709,367750,353830,105723,12949,12656,139,116,37,0
Kentucky,KY,1995,929379,245572,540851,0,51655,15948,400,35303,4,0
Louisiana,LA,1995,216826,1737257,1819022,164812,152242,142091,259,9819,75,0
Massachusetts,MA,1995,105363,391216,674294,47133,72548,63255,112,8958,223,0
Maryland,MD,1995,289562,198577,482528,135939,52076,37066,89,14870,51,0
Maine,ME,1995,10995,5538,243867,2076,160885,126184,0,34586,116,0
Michigan,MI,1995,786684,970995,927445,256879,109943,92386,820,16470,267,0
Minnesota,MN,1995,337972,357493,585943,139149,85646,73183,177,11324,375,588
Missouri,MO,1995,593728,281056,670662,86597,38250,18252,55,19784,159,0
Mississippi,MS,1995,103786,295377,394455,84196,94383,94256,118,0,9,0
Montana,MT,1995,175304,59571,155992,0,127489,16550,126,110811,1,0
North Carolina,NC,1995,662870,212010,815328,377308,168810,111566,151,56931,162,0
North Dakota,ND,1995,399757,41663,113693,0,29912,4428,143,25341,0,0
Nebraska,NE,1995,179482,133675,209703,78650,33382,18477,184,14706,15,0
New Hampshire,NH,1995,35576,20046,150696,88042,39480,25314,0,14126,40,0
New Jersey,NJ,1995,79902,713123,1146903,176576,44258,43525,77,113,543,0
New Mexico,NM,1995,275217,219476,204586,0,9787,6322,159,2722,585,0
Nevada,NV,1995,162497,112502,206975,0,41379,4257,16921,20021,179,0
New York,NY,1995,305274,1293868,1441869,276714,393535,124868,174,268042,451,0
Ohio,OH,1995,1379803,923007,1116216,176182,87819,84854,536,2395,34,0
Oklahoma,OK,1995,369889,586432,434518,0,53290,24537,1,28667,86,0
Oregon,OR,1995,20173,152111,358795,0,467164,45882,404,420363,515,0
Pennsylvania,PA,1995,1484091,761428,1310049,698311,119291,97525,335,20935,495,0
Rhode Island,RI,1995,74,103499,98788,0,5079,4942,0,95,43,0
South Carolina,SC,1995,314509,155957,401400,516666,124701,88934,101,35650,16,0
South Dakota,SD,1995,37429,34738,110090,0,66895,4673,248,61974,0,0
Tennessee,TN,1995,669028,264854,617783,165048,163369,63986,32,99290,61,0
Texas,TX,1995,1364800,4037538,5121472,379842,122104,103690,370,17565,478,0
Utah,UT,1995,361424,166860,227890,0,15540,3580,1920,9990,51,0
Virginia,VA,1995,385108,283873,750734,264092,126209,115575,239,10261,134,0
Vermont,VT,1995,74,7259,80434,40541,19167,9119,0,10030,17,0
Washington,WA,1995,69790,264474,815156,72938,944237,92951,174,850742,370,0
Wisconsin,WI,1995,441615,385340,518512,115258,114213,89355,97,24527,235,0
West Virginia,WV,1995,871336,157816,206589,0,19566,7229,0,12299,38,0
Wyoming,WY,1995,463533,103848,129045,0,10974,2089,649,8234,2,0
United States,US,1995,20098843,22720621,34345586,7075436,6559368,3101141,152057,3205307,68233,32630
Alaska,AK,1996,11152,443629,242048,0,21915,8774,51,13089,1,0
Alabama,AL,1996,890742,337764,539104,312018,323721,208971,16,114587,146,0
Arkansas,AR,1996,260060,274991,308927,140285,118019,87771,138,28921,1189,0
Arizona,AZ,1996,342839,125265,430032,302902,114081,14706,237,95276,3861,0
California,CA,1996,80324,2017680,3380192,358119,824947,175098,129678,462729,25606,31836
Colorado,CO,1996,350712,315855,391154,0,35801,16342,409,18823,227,0
Connecticut,CT,1996,41120,139102,402402,65384,56334,49675,0,6472,187,0
District of Columbia,DC,1996,575,34213,35034,0,1922,1921,0,0,1,0
Delaware,DE,1996,50779,55934,142557,0,2642,2543,71,0,27,0
Florida,FL,1996,745817,561145,1605674,267514,240413,206119,1806,2229,30259,0
Georgia,GA,1996,723082,393417,977292,314302,256860,208259,51,48380,169,0
Hawaii,HI,1996,20371,0,238601,0,24088,19066,2502,1076,1211,233
Iowa,IA,1996,383702,223127,365993,41210,88728,78822,224,9671,9,1
Idaho,ID,1996,7311,69191,149928,0,164045,26166,529,137349,2,0
Illinois,IL,1996,919858,1136534,1169912,732840,83498,81943,350,1092,113,0
Indiana,IN,1996,1374505,576285,815036,0,49717,44255,794,4636,32,0
Kansas,KS,1996,338314,360921,371416,86176,11792,11467,174,113,37,0
Kentucky,KY,1996,952091,248009,527252,0,55609,18997,450,36159,4,0
Louisiana,LA,1996,205405,1687569,1955598,165578,152597,142258,300,9967,73,0
Massachusetts,MA,1996,113698,386953,676073,55922,78433,65776,145,12290,222,0
Maryland,MD,1996,292476,200827,502599,127010,66229,40674,94,25410,51,0
Maine,ME,1996,9827,5821,251711,53166,167218,124116,0,42987,114,0
Michigan,MI,1996,796303,1017096,949317,281789,124237,104636,893,18442,266,0
Minnesota,MN,1996,354571,374298,621533,127035,85300,71951,188,12275,370,516
Missouri,MO,1996,631084,296414,701147,93376,31818,18022,58,13584,154,0
Mississippi,MS,1996,127780,277468,417839,96886,85759,85599,151,0,9,0
Montana,MT,1996,138751,63251,166438,0,158531,15763,126,142640,2,0
North Carolina,NC,1996,744253,222106,852728,354142,174111,112242,160,61546,164,0
North Dakota,ND,1996,403951,45716,118582,0,36101,3355,165,32580,1,0
Nebraska,NE,1996,178884,133525,232216,99325,38423,21620,224,16564,15,0
New Hampshire,NH,1996,36142,19295,155699,103399,47633,27749,0,19845,39,0
New Jersey,NJ,1996,86606,718698,1120749,115826,42111,41255,81,197,578,0
New Mexico,NM,1996,279149,233557,206197,0,8595,5672,161,2187,575,0
Nevada,NV,1996,169470,126894,224190,0,43110,3555,16950,22381,224,0
New York,NY,1996,311795,1229479,1510247,369977,441204,141121,213,299356,514,0
Ohio,OH,1996,1447126,966665,1186247,146195,85997,81257,593,4109,37,0
Oklahoma,OK,1996,373093,587957,461885,0,51673,29277,1,22311,83,0
Oregon,OR,1996,20261,188209,361561,0,517451,52115,431,464333,572,0
Pennsylvania,PA,1996,1543719,770927,1297896,721262,135591,103551,381,31145,515,0
Rhode Island,RI,1996,81,127144,96751,0,5562,5413,0,107,42,0
South Carolina,SC,1996,352579,153883,408506,457627,131794,100228,106,31445,16,0
South Dakota,SD,1996,33538,37342,115363,0,87018,4238,291,82489,0,0
Tennessee,TN,1996,650760,289307,634454,240773,175612,56948,34,118569,61,0
Texas,TX,1996,1485577,4268665,5497675,375656,112104,100412,417,9925,496,854
Utah,UT,1996,359984,168059,242234,0,17235,3872,2463,10846,53,0
Virginia,VA,1996,428703,269837,767473,276085,139571,124385,279,14771,136,0
Vermont,VT,1996,42,7461,84587,39899,21867,9114,0,12733,20,0
Washington,WA,1996,90901,283909,820381,58691,1110151,90894,218,1018675,365,0
Wisconsin,WI,1996,454596,408079,543614,106305,128254,100037,103,27877,238,0
West Virginia,WV,1996,913619,164286,185803,0,22054,7275,0,14735,45,0
Wyoming,WY,1996,474076,107588,132719,0,14917,1529,649,12737,2,0
United States,US,1996,21002157,23151345,35592566,7086674,7012393,3156805,163359,3589656,69134,33440
Alaska,AK,1997,11719,425394,256040,0,15583,4308,51,11224,1,0
Alabama,AL,1997,867264,337431,524929,310336,300020,182204,17,117660,138,0
Arkansas,AR,1997,246786,264019,320440,149100,124045,86884,147,35906,1108,0
Arizona,AZ,1997,369872,137588,430092,307623,143511,16421,238,123060,3792,0
California,CA,1997,82651,2185029,3292194,320194,767380,158854,132211,419290,24988,32037
Colorado,CO,1997,362423,311900,371516,0,38515,17123,411,20751,230,0
Connecticut,CT,1997,44982,148585,427410,-1309,51004,46243,0,4562,199,0
District of Columbia,DC,1997,983,34826,32573,0,1378,1377,0,0,1,0
Delaware,DE,1997,48586,48140,131417,0,2203,2101,76,0,26,0
Florida,FL,1997,751335,547201,1654266,241023,231427,197033,1948,2464,29982,0
Georgia,GA,1997,767969,381712,938363,319170,262479,218529,54,43708,186,0
Hawaii,HI,1997,20513,0,230468,0,22502,17433,2506,1178,1222,164
Iowa,IA,1997,391698,208360,362421,43541,80058,71580,247,8221,9,1
Idaho,ID,1997,6410,70801,146540,0,179013,28607,522,149882,2,0
Illinois,IL,1997,974920,1095556,1169735,535916,91180,89677,374,992,137,0
Indiana,IN,1997,1423469,559146,819146,0,47036,40412,856,5736,32,0
Kansas,KS,1997,310907,338569,374645,88469,10349,9977,194,142,36,0
