state_name,year,tempc,co2_emissions,population_thousands,rgdp_millions,pe_coal,pe_petroleum,pe_naturalgas,pe_nuclear,re_biomass,re_geothermal,re_hydropower,re_solar,re_wind,drought,flooding,freeze,severe_storm,tropical_cyclone,wildfire,winter_storm,state_abb,tempf,pe_totalrenew
Kentucky,2004,13.560185185185185,149.4,4146,163436,961759,703989,233361,0,32224,1071,37863,30,0,0,0,0,1,1,0,0,KY,56.40833333333333,71188
Louisiana,2004,19.523148148148145,214.0,4552,231602,256716,2065896,1393140,178110,177923,778,11006,65,0,0,0,0,0,1,0,0,LA,67.14166666666667,189772
Massachusetts,2004,8.675925925925927,83.6,6412,383487,105075,736401,383625,61928,41191,403,9999,190,0,0,0,0,0,0,0,0,MA,47.61666666666667,51782
Maryland,2004,12.870370370370367,81.6,5547,292115,327239,590242,201801,152043,28078,203,25115,63,0,0,0,0,0,2,0,0,MD,55.16666666666666,53460
Maine,2004,4.689814814814814,24.2,1314,53530,7336,260353,89581,0,102313,10,34357,96,0,0,0,0,0,0,0,0,ME,40.441666666666656,136776
Michigan,2004,6.990740740740742,190.4,10055,444198,773825,979694,938628,318700,100545,1945,15420,224,19,0,0,0,1,0,0,0,MI,44.58333333333334,118153
Minnesota,2004,5.166666666666665,101.4,5088,274713,378775,688025,362346,138645,98774,384,7395,173,8137,0,0,0,0,0,0,0,MN,41.3,114862
Missouri,2004,12.75925925925926,140.0,5748,257259,807466,744126,268289,81658,29127,126,14823,46,0,0,0,0,1,0,0,0,MO,54.96666666666667,44121
Mississippi,2004,17.782407407407405,66.3,2889,93651,184992,480422,290512,106707,60823,466,0,9,0,0,0,0,0,1,0,0,MS,64.00833333333333,61297
Montana,2004,6.009259259259258,34.3,930,35375,195620,176136,68567,0,12656,278,88702,4,0,0,0,0,0,0,0,0,MT,42.816666666666656,101639
North Carolina,2004,15.189814814814815,151.7,8553,388700,782692,930984,232214,418065,92753,346,54439,89,0,0,0,0,1,4,0,0,NC,59.34166666666667,147627
North Dakota,2004,4.745370370370369,50.3,645,28267,398381,133016,56410,0,6101,403,15483,1,2149,0,0,0,0,0,0,0,ND,40.54166666666666,24137
Nebraska,2004,9.893518518518519,43.8,1749,86082,223624,233553,116006,106796,42026,575,9145,11,385,0,0,0,1,0,0,0,NE,49.80833333333334,52142
New Hampshire,2004,6.101851851851853,22.1,1290,63499,43446,205481,63829,106132,21702,10,13179,36,0,0,0,0,0,0,0,0,NH,42.98333333333333,34926
New Jersey,2004,11.675925925925926,124.6,8635,507585,112707,1164799,644467,282407,25663,167,376,1411,0,0,0,0,0,2,0,0,NJ,53.01666666666666,27617
New Mexico,2004,11.96759259259259,59.2,1904,82843,309418,255866,229164,0,4323,618,1392,239,5143,0,0,0,0,0,0,0,NM,53.54166666666666,11715
Nevada,2004,10.462962962962962,48.3,2346,128884,193634,260161,221648,0,7035,14183,16177,607,0,0,0,0,0,0,0,0,NV,50.83333333333333,38003
New York,2004,7.314814814814812,214.8,19172,1132504,276470,1823746,1126597,423797,140770,538,240280,680,1166,0,0,0,1,3,0,0,NY,45.16666666666666,383435
Ohio,2004,10.745370370370374,266.1,11452,534359,1391290,1303260,862397,166328,58021,1328,7310,148,0,0,0,0,1,1,0,0,OH,51.34166666666667,66807
Oklahoma,2004,15.638888888888893,100.4,3525,137436,372093,526834,555273,0,26567,8,29814,27,5737,0,0,0,1,0,0,0,OK,60.15,62153
Oregon,2004,9.138888888888893,41.0,3569,152798,36460,368456,238049,0,47857,930,331337,681,6200,0,0,0,0,0,0,0,OR,48.45,387006
Pennsylvania,2004,9.481481481481481,278.7,12411,578034,1474310,1475233,723189,807739,82076,872,31604,403,3068,0,0,0,0,2,0,0,PA,49.06666666666666,118023
Rhode Island,2004,9.625000000000002,11.0,1075,51583,76,98408,74352,0,4452,7,55,22,0,0,0,0,0,0,0,0,RI,49.325,4536
South Carolina,2004,17.324074074074073,88.5,4211,162238,433868,569746,169518,533920,72682,232,24508,20,0,0,0,0,0,3,0,0,SC,63.18333333333333,97441
South Dakota,2004,7.944444444444442,13.9,770,35071,43562,113059,41757,0,21930,706,36033,3,1579,0,0,0,0,0,0,0,SD,46.3,60251
Tennessee,2004,14.717592592592592,125.3,5911,259337,648005,765424,238761,298369,75510,76,104248,34,38,0,0,0,0,1,0,0,TN,58.49166666666667,179906
Texas,2004,18.467592592592595,682.6,22394,1102696,1626029,6161669,4039787,421660,77520,1007,13027,518,31427,0,0,0,0,0,0,0,TX,65.24166666666667,123498
Utah,2004,9.277777777777779,66.1,2402,102725,399704,277475,164154,0,3639,2534,4506,37,0,0,0,0,0,0,0,0,UT,48.7,10715
Virginia,2004,13.268518518518515,128.4,7476,393446,452557,995785,285607,295272,101183,715,15856,209,0,0,0,0,0,2,0,0,VA,55.88333333333333,117963
Vermont,2004,5.4675925925925934,7.1,620,26564,25,95317,8708,40231,9990,8,11892,38,114,0,0,0,0,0,0,0,VT,41.84166666666667,22042
Washington,2004,9.106481481481481,75.4,6179,322003,112539,749526,269572,93660,94563,553,716902,155,7378,0,0,0,0,0,0,0,WA,48.39166666666666,819551
Wisconsin,2004,6.398148148148147,108.5,5514,256003,499212,606012,385999,123966,87455,220,19838,153,1037,0,0,0,1,0,0,0,WI,43.51666666666666,108704
West Virginia,2004,11.50925925925926,111.6,1816,63721,937062,230361,129358,0,5897,12,13204,38,1614,0,0,0,0,1,0,0,WV,52.71666666666667,20765
Wyoming,2004,5.782407407407407,64.7,509,31530,500526,153076,111878,0,1203,718,5941,2,6175,0,0,0,0,0,0,0,WY,42.40833333333333,14039
Alabama,2005,17.439814814814813,145.0,4570,181386,890098,606840,363398,330761,178417,78,101436,53,0,0,0,0,1,3,0,0,AL,63.39166666666666,279983
Arkansas,2005,16.64351851851852,60.7,2781,104653,247169,358312,216600,142864,81477,349,30822,90,0,1,0,0,0,1,0,0,AR,61.95833333333334,112738
Arizona,2005,16.185185185185183,97.7,5839,263061,428445,573763,329302,269327,25335,283,64094,2574,0,0,0,0,0,0,0,0,AZ,61.13333333333333,92287
California,2005,14.777777777777779,385.7,35828,1990141,67422,3741092,2304463,377313,226206,132375,396279,22115,42618,0,0,0,0,0,0,0,CA,58.6,819593
Colorado,2005,8.203703703703702,96.4,4632,250840,386670,489645,478520,0,12834,605,14152,206,7762,0,0,0,0,0,0,0,CO,46.76666666666666,35558
Connecticut,2005,9.726851851851851,44.3,3507,242485,42023,443947,171150,162406,23826,8,4782,556,0,0,0,0,0,0,0,0,CT,49.50833333333333,29171
Delaware,2005,13.180555555555555,16.9,845,59974,56716,135389,48639,0,1699,176,0,11,0,0,0,0,0,0,0,0,DE,55.725,1886
Florida,2005,21.57407407407407,262.7,17842,806339,672309,2130793,805446,300127,157664,4434,2661,22915,0,0,0,0,1,4,0,0,FL,70.83333333333333,187675
Georgia,2005,17.662037037037035,186.3,8926,445533,901010,1120350,427825,329092,177716,153,40317,237,0,0,0,0,1,2,0,0,GA,63.79166666666666,218423
Iowa,2005,9.787037037037038,81.3,2964,143876,429777,428465,210742,47362,98147,647,9594,8,16470,1,0,0,0,0,0,0,IA,49.61666666666667,124866
Idaho,2005,6.435185185185188,15.9,1428,55387,11286,159726,78118,0,35321,1525,85413,8,0,0,0,0,0,0,0,0,ID,43.58333333333334,122267
Illinois,2005,12.055555555555555,245.0,12610,685897,1047532,1403414,972710,973293,105578,836,1290,670,1411,1,0,0,0,0,0,0,IL,53.7,109786
Indiana,2005,11.583333333333336,236.4,6279,285492,1594399,859731,535512,0,57341,2024,4382,78,0,0,0,0,0,0,0,0,IN,52.85,63826
Kansas,2005,13.273148148148149,72.5,2745,122258,379823,341906,258695,92055,18057,541,113,17,4258,0,0,0,0,0,0,0,KS,55.89166666666666,22986
Kentucky,2005,13.768518518518515,151.5,4183,168805,986263,697645,240853,0,43843,1238,29609,35,0,0,0,0,0,1,0,0,KY,56.78333333333333,74724
Louisiana,2005,19.726851851851848,206.2,4577,245523,253518,1975571,1367497,163598,142779,902,8109,65,0,0,0,0,0,2,0,0,LA,67.50833333333333,151854
Massachusetts,2005,9.106481481481481,85.0,6403,390792,119333,737337,386339,57138,35860,472,10418,206,0,0,0,0,0,0,0,0,MA,48.39166666666666,46956
Maryland,2005,12.870370370370367,83.6,5592,305993,329304,603981,211830,153443,31227,233,17035,68,0,0,0,0,0,0,0,0,MD,55.16666666666666,48562
Maine,2005,5.462962962962965,23.2,1319,53612,7059,263938,64818,0,119065,11,40905,97,0,0,0,0,0,0,0,0,ME,41.833333333333336,160078
Michigan,2005,7.800925925925927,192.2,10051,450746,799463,978894,927535,343048,113760,2237,14616,274,18,0,0,0,0,0,0,0,MI,46.04166666666667,130906
Minnesota,2005,6.1481481481481515,102.3,5120,282094,379114,700917,372082,133948,99649,440,7747,142,15823,0,0,0,0,0,0,0,MN,43.06666666666667,123801
Missouri,2005,13.462962962962965,142.8,5790,261530,835663,741961,273386,83807,42868,144,11592,33,0,1,0,0,0,0,0,0,MO,56.23333333333333,54637
Mississippi,2005,17.930555555555557,64.4,2906,95228,176286,455899,310713,105172,62397,545,0,9,0,0,0,0,1,3,0,0,MS,64.275,62951
Montana,2005,6.143518518518523,35.3,940,37077,199495,182921,71089,0,18738,291,95864,5,0,0,0,0,0,0,0,0,MT,43.05833333333334,114898
North Carolina,2005,15.236111111111107,155.7,8705,407491,811939,947056,237525,417249,93008,396,53960,116,0,0,0,0,1,0,0,0,NC,59.425,147480
North Dakota,2005,5.777777777777778,53.2,646,29107,431133,136531,49643,0,6757,467,13417,2,2203,0,0,0,0,0,0,0,ND,42.4,22847
Nebraska,2005,10.388888888888893,44.2,1761,88894,228667,228762,120125,91856,41346,671,8714,15,966,0,0,0,0,0,0,0,NE,50.7,51713
New Hampshire,2005,6.6851851851851825,21.4,1298,64356,44169,190420,72934,98682,24446,11,17987,40,0,0,0,0,0,0,0,0,NH,44.03333333333333,42485
New Jersey,2005,11.916666666666668,129.2,8652,513499,125332,1225835,625429,327604,27211,191,311,1629,0,0,0,0,0,0,0,0,NJ,53.45,29341
New Mexico,2005,12.620370370370376,59.7,1932,83825,317916,254624,225352,0,13129,690,1650,177,7946,0,0,0,0,0,0,0,NM,54.71666666666667,23592
Nevada,2005,10.370370370370368,50.3,2432,139695,197799,275627,236007,0,6555,13910,17022,706,0,0,0,0,0,0,0,0,NV,50.66666666666666,38193
New York,2005,7.902777777777778,210.7,19133,1171051,256879,1807239,1107206,442937,113952,627,257799,849,1030,0,0,0,0,0,0,0,NY,46.225,374257
Ohio,2005,10.995370370370367,273.7,11463,543745,1481045,1280172,860874,154481,66769,1531,5157,160,133,1,0,0,0,0,0,0,OH,51.79166666666666,73750
Oklahoma,2005,16.02314814814815,107.2,3549,143072,397379,557797,600011,0,30442,10,26301,21,8477,0,0,0,0,0,0,0,OK,60.84166666666667,65251
Oregon,2005,8.726851851851855,41.3,3613,158463,35624,374572,239539,0,49698,997,309453,744,7342,1,0,0,0,0,0,0,OR,47.70833333333334,368234
Pennsylvania,2005,9.717592592592592,281.4,12450,588055,1490836,1498536,719117,796157,83025,1009,22320,429,2842,0,0,0,0,0,0,0,PA,49.49166666666667,109625
Rhode Island,2005,10.050925925925927,11.3,1068,52316,76,97180,82460,0,1822,8,67,26,0,0,0,0,0,0,0,0,RI,50.09166666666667,1923
South Carolina,2005,17.259259259259256,86.9,4270,166574,431086,547413,178308,554544,75803,265,29379,19,0,0,0,0,0,0,0,0,SC,63.06666666666666,105466
South Dakota,2005,8.523148148148149,13.4,775,35907,36952,118214,42848,0,28364,813,30743,3,1581,1,0,0,0,0,0,0,SD,47.34166666666667,61504
Tennessee,2005,14.861111111111107,126.5,5991,264652,657711,782703,238400,290153,80861,87,93086,29,33,0,0,0,0,1,0,0,TN,58.75,174097
Texas,2005,18.87037037037037,654.4,22778,1132796,1627863,5987815,3621139,398994,82849,1161,13324,501,42368,0,0,0,1,1,0,0,TX,65.96666666666667,140203
Utah,2005,9.629629629629632,67.5,2458,109146,405546,287599,168770,0,5391,2503,7844,35,0,0,0,0,0,0,0,0,UT,49.33333333333334,15773
Virginia,2005,13.296296296296294,130.0,7577,415087,458452,998762,311537,291357,116524,830,14842,268,0,0,0,0,1,0,0,0,VA,55.93333333333333,132464
Vermont,2005,6.342592592592593,6.8,621,26909,25,90539,8396,42491,12224,10,12107,43,115,0,0,0,0,0,0,0,VT,43.41666666666666,24499
Washington,2005,8.518518518518519,76.2,6257,343362,112284,768653,272167,86016,88946,642,720674,116,4984,1,0,0,0,0,0,0,WA,47.33333333333334,815363
Wisconsin,2005,7.2592592592592595,111.6,5546,262161,522521,596603,415583,103535,126407,252,17400,142,925,1,0,0,0,0,0,0,WI,45.06666666666667,145127
West Virginia,2005,11.532407407407408,113.6,1820,65549,959657,231304,124984,0,12677,14,14474,38,1539,0,0,0,0,0,0,0,WV,52.75833333333333,28742
Wyoming,2005,6.023148148148147,63.9,514,33121,490940,155289,112863,0,3289,745,8083,3,7172,0,0,0,0,0,0,0,WY,42.84166666666667,19291
Alabama,2006,17.88888888888889,147.5,4629,184796,886678,611265,402044,332992,194853,85,71930,62,0,1,0,0,2,0,0,0,AL,64.2,266931
Arkansas,2006,16.662037037037038,62.6,2822,106940,256907,358679,240885,158952,84758,401,15380,94,0,1,0,0,1,0,0,0,AR,61.99166666666667,100633
Arizona,2006,16.180555555555557,100.9,6029,277288,431985,582623,365230,250568,25421,287,67379,2661,0,1,0,0,0,0,1,0,AZ,61.125,95747
California,2006,14.800925925925926,394.7,36021,2072177,67017,3786528,2375929,333488,220116,129319,476582,23341,48433,0,0,0,0,0,1,0,CA,58.64166666666666,897789
Colorado,2006,8.060185185185182,97.5,4720,256124,394348,506709,458911,0,15042,603,17767,232,8585,1,0,0,0,0,0,0,CO,46.50833333333333,42230
Connecticut,2006,10.629629629629628,41.3,3517,251581,45722,391609,175870,173111,29631,9,5395,654,0,0,0,0,0,0,0,0,CT,51.13333333333333,35690
Delaware,2006,14.06944444444444,15.9,859,61497,56625,122657,44787,0,3394,204,0,22,0,0,1,0,0,0,0,0,DE,57.325,3620
Florida,2006,21.865740740740748,261.3,18167,834346,696215,2018975,917468,327934,162048,5034,2018,22985,0,1,0,0,0,0,1,0,FL,71.35833333333333,192085
Georgia,2006,18.08333333333333,183.8,9156,450584,892732,1089023,433920,333981,184924,172,25480,241,0,1,0,0,1,0,0,0,GA,64.55,210818
Iowa,2006,10.217592592592592,82.7,2983,145887,435187,435701,207162,53171,110108,708,9020,14,22990,1,0,0,1,0,0,0,IA,50.39166666666666,142841
Idaho,2006,6.768518518518517,15.9,1469,57590,8212,165353,79041,0,32954,1510,111513,14,1682,0,0,0,0,0,1,0,ID,44.18333333333333,147673
Illinois,2006,12.222222222222221,237.0,12644,704494,1045398,1340467,896138,982498,103418,969,1719,826,2525,0,0,0,3,0,0,0,IL,54.0,109457
Indiana,2006,11.902777777777775,234.4,6333,291269,1587100,860450,499753,0,48341,2306,4855,91,0,0,0,0,4,0,0,0,IN,53.425,55594
Kansas,2006,13.819444444444445,72.7,2763,128899,364212,351672,269274,97570,17884,583,96,21,9839,1,0,0,2,0,0,0,KS,56.875,28423
Kentucky,2006,13.78240740740741,153.9,4219,173337,1023263,699444,217166,0,42921,1391,25707,39,0,0,0,0,2,0,0,0,KY,56.80833333333334,70058
Louisiana,2006,19.875000000000004,212.9,4303,243332,265214,2127341,1346690,174634,142569,996,7074,67,0,1,0,0,0,0,0,0,LA,67.775,150707
Massachusetts,2006,10.064814814814817,77.1,6410,397743,112173,648398,378026,60832,46483,505,15004,226,0,0,0,0,0,0,0,0,MA,50.11666666666667,62218
Maryland,2006,13.620370370370367,78.7,5627,311680,324657,538678,189179,144320,38198,270,20872,74,0,0,1,0,0,0,0,0,MD,56.51666666666666,59415
Maine,2006,6.652777777777778,21.4,1324,54270,6618,235253,67557,0,110410,13,42435,109,0,0,0,0,0,0,0,0,ME,43.975,152966
Michigan,2006,8.342592592592592,181.0,10036,443308,773595,926618,816993,303305,112028,2552,15080,335,22,0,0,0,1,0,0,0,MI,47.01666666666666,130017
Minnesota,2006,6.87962962962963,99.6,5164,281970,370814,680945,358198,137569,103096,510,5671,147,20383,1,0,0,1,0,0,0,MN,44.38333333333333,129807
Missouri,2006,13.75,141.0,5843,263233,829054,736536,257924,105567,41371,167,1976,30,0,1,0,0,1,0,0,0,MO,56.75,43545
Mississippi,2006,18.19907407407407,66.5,2905,97748,190057,469598,315909,108718,63042,581,0,9,0,1,0,0,1,0,1,0,MS,64.75833333333333,63632
Montana,2006,6.875,35.5,953,38431,194307,194283,75135,0,18232,281,100481,15,4324,1,0,0,0,0,1,0,MT,44.375,123334
North Carolina,2006,15.453703703703706,150.2,8917,432589,777871,918121,230169,417016,101157,459,38079,160,0,0,0,0,0,0,0,0,NC,59.81666666666666,139856
North Dakota,2006,6.574074074074073,51.5,649,30262,414838,136542,50007,0,6529,519,15087,3,3665,1,0,0,0,0,0,0,ND,43.83333333333333,25802
Nebraska,2006,10.61574074074074,44.8,1773,91387,227444,228780,131424,93943,43059,728,8861,20,2591,1,0,0,1,0,0,0,NE,51.10833333333333,55259
New Hampshire,2006,7.6574074074074066,19.5,1308,65945,44807,167795,64644,98067,20797,13,15165,46,0,0,0,0,0,0,0,0,NH,45.78333333333333,36022
New Jersey,2006,12.763888888888893,122.1,8662,524056,116093,1175190,566724,339846,45175,221,351,1926,159,0,1,0,0,0,0,0,NJ,54.975,47832
New Mexico,2006,12.63425925925926,60.3,1962,85891,316221,268257,227661,0,13095,697,1966,174,12453,1,0,0,0,0,1,0,NM,54.74166666666667,28385
Nevada,2006,10.439814814814817,41.8,2523,145209,84225,291217,257595,0,6173,14606,20410,801,0,0,0,0,0,0,1,0,NV,50.79166666666667,41989
New York,2006,8.685185185185182,192.2,19105,1199904,256345,1556773,1120196,440606,122105,678,271232,1025,6501,0,1,0,0,0,0,0,NY,47.63333333333333,401540
Ohio,2006,11.504629629629624,266.5,11481,541180,1450797,1289366,770872,175798,68978,1732,6268,170,143,0,0,0,2,0,0,0,OH,52.70833333333333,77291
Oklahoma,2006,16.75462962962963,110.6,3594,152659,384418,583533,644381,0,31642,11,6185,20,16986,1,0,0,1,0,1,0,OK,62.15833333333333,54844
Oregon,2006,8.861111111111112,40.6,3671,167912,26895,381213,229731,0,51514,994,375437,877,9237,0,0,0,0,0,1,0,OR,47.95,438059
Pennsylvania,2006,10.421296296296298,275.9,12511,592030,1499292,1430279,684695,785731,86233,1128,28211,491,3582,0,1,0,0,0,0,0,PA,50.75833333333333,119645
Rhode Island,2006,11.023148148148149,10.6,1063,53518,49,90465,78517,0,5307,9,59,56,0,0,0,0,0,0,0,0,RI,51.84166666666667,5431
South Carolina,2006,17.564814814814817,87.3,4358,170339,432220,551756,181895,530071,82290,307,17923,19,0,0,0,0,0,0,0,0,SC,63.61666666666667,100539
South Dakota,2006,8.967592592592592,13.5,783,36459,39570,116224,40861,0,35473,867,33693,4,1478,1,0,0,0,0,1,0,SD,48.14166666666666,71514
Tennessee,2006,14.939814814814813,128.5,6089,271465,677174,785896,230047,257523,74197,101,76859,35,542,0,0,0,2,0,0,0,TN,58.89166666666666,151734
Texas,2006,19.509259259259256,653.8,23360,1210287,1610301,6086196,3544789,430593,118986,1296,6566,507,66165,1,0,0,1,0,1,0,TX,67.11666666666666,193520
Utah,2006,9.537037037037038,68.8,2526,118721,382757,310505,197894,0,5061,2562,7407,36,0,0,0,0,0,0,1,0,UT,49.16666666666666,15066
Virginia,2006,13.652777777777779,123.5,7674,423738,433606,958756,283456,287938,118695,917,13402,330,0,0,1,0,0,0,0,0,VA,56.575,133344
Vermont,2006,7.254629629629629,6.7,623,27132,27,88725,8062,53287,12622,11,15064,51,106,0,0,0,0,0,0,0,VT,45.05833333333333,27854
Washington,2006,8.61574074074074,73.9,6371,356691,69150,795563,271034,97341,112653,683,813434,109,10292,0,0,0,0,0,1,0,WA,47.50833333333333,937172
Wisconsin,2006,7.773148148148147,103.7,5578,266471,462732,589851,376559,127657,122757,292,16650,150,1006,0,0,0,2,0,0,0,WI,45.99166666666667,140855
West Virginia,2006,11.685185185185185,113.8,1828,66435,958880,236344,126316,0,11509,15,15597,40,1723,0,0,0,0,0,0,0,WV,53.03333333333333,28884
Wyoming,2006,6.208333333333332,64.7,523,37527,489325,166896,112929,0,2982,693,8365,4,7529,1,0,0,0,0,1,0,WY,43.175,19573
Alabama,2007,18.000000000000004,149.0,4673,185869,888436,601179,430649,360036,188449,98,40881,63,0,1,0,1,0,0,0,0,AL,64.4,229491
Arkansas,2007,16.560185185185183,63.9,2849,106155,275037,359757,229610,162434,89239,482,31992,53,0,1,0,1,0,0,0,0,AR,61.80833333333333,121766
Arizona,2007,16.439814814814817,102.8,6168,284907,438524,571417,401992,280920,29420,302,65211,2749,0,1,0,0,0,0,1,0,AZ,61.59166666666667,97682
California,2007,14.958333333333336,399.3,36250,2103618,66495,3795097,2467545,375427,225983,130592,270107,25804,55201,1,0,1,0,0,1,0,CA,58.925,707689
Colorado,2007,7.874999999999997,100.1,4804,264577,388586,513431,512841,0,19828,621,17095,308,12765,0,0,0,0,0,0,0,CO,46.175,50617
Connecticut,2007,9.74074074074074,40.5,3527,261129,39931,377002,183604,171874,31798,11,3590,773,0,0,0,0,1,0,0,0,CT,49.53333333333333,36173
Delaware,2007,13.495370370370367,16.7,872,61235,63839,119810,49932,0,4683,247,0,44,0,1,0,0,1,0,0,0,DE,56.29166666666666,4974
Florida,2007,22.08333333333333,258.7,18368,835867,720824,1938437,943845,307215,169327,5908,1527,23160,0,1,0,0,0,0,1,0,FL,71.75,199922
Georgia,2007,18.222222222222214,186.3,9350,453061,934773,1052558,455220,341364,183298,203,22102,245,0,1,0,1,1,0,1,0,GA,64.8,205849
Iowa,2007,9.38425925925926,87.9,2999,152251,465167,420924,264166,47398,139290,785,9512,17,27247,0,0,1,0,0,0,0,IA,48.89166666666666,176851
Idaho,2007,7.097222222222222,16.4,1505,58703,10261,162468,83904,0,34984,1537,89170,17,1703,1,0,0,0,0,1,0,ID,44.775,127411
Illinois,2007,12.041666666666664,244.5,12696,712710,1091382,1324077,968652,1004100,120700,1173,1519,956,6567,0,0,1,0,0,0,0,IL,53.675,130915
Indiana,2007,11.824074074074073,233.9,6380,299423,1572084,834645,543800,0,60337,2718,4447,100,0,1,0,1,0,0,0,0,IN,53.28333333333333,67602
Kansas,2007,12.819444444444445,80.4,2784,135667,396333,402282,291695,108762,24031,630,104,24,11392,0,0,1,0,0,0,0,KS,55.075,36181
Kentucky,2007,14.287037037037035,154.3,4257,171869,1020709,690076,235876,0,47678,1608,16492,41,0,1,0,1,0,0,0,0,KY,57.71666666666667,65820
Louisiana,2007,19.657407407407405,213.5,4376,234620,249800,2130984,1430621,179127,142605,1125,8171,77,0,0,0,0,1,0,0,0,LA,67.38333333333333,151977
Massachusetts,2007,9.050925925925924,80.4,6432,407974,120168,647827,418907,53701,50927,540,7882,270,0,0,0,0,1,0,0,0,MA,48.29166666666666,59620
Maryland,2007,13.162037037037035,78.9,5653,312093,327979,531469,208439,150551,41398,327,16331,80,0,1,0,0,1,0,0,0,MD,55.69166666666666,58135
Maine,2007,4.8425925925925934,21.1,1327,54001,6583,233431,67227,0,118454,16,36948,116,979,0,0,0,1,0,0,0,ME,40.71666666666667,156513
Michigan,2007,7.828703703703705,183.0,10001,441148,801178,919768,814887,330581,124684,3014,12553,405,27,1,0,0,0,0,0,0,MI,46.09166666666667,140683
Minnesota,2007,5.773148148148147,101.1,5207,283212,366208,678958,395658,137437,119922,617,6462,147,26082,1,0,0,0,0,1,0,MN,42.391666666666666,153230
Missouri,2007,13.435185185185187,140.0,5888,264382,802879,730638,277919,98302,50036,202,11904,34,0,0,0,1,0,0,0,0,MO,56.18333333333334,62175
Mississippi,2007,18.305555555555557,68.5,2928,100204,185063,460954,374990,98164,63940,619,0,11,0,1,0,1,1,0,0,0,MS,64.95,64570
Montana,2007,6.6805555555555545,36.9,965,40379,202480,206442,75077,0,21835,277,92557,23,4900,0,0,0,0,0,1,0,MT,44.025,119592
North Carolina,2007,15.819444444444445,156.0,9118,436437,827974,920732,244475,420029,87192,556,29495,176,0,1,0,1,1,0,0,0,NC,60.475,117419
North Dakota,2007,5.425925925925926,53.3,653,31668,420719,139972,56842,0,12724,588,12903,3,6136,0,0,0,0,0,0,0,ND,41.766666666666666,32353
Nebraska,2007,9.976851851851855,45.0,1783,93388,216872,229195,153490,115815,57824,795,3434,23,2143,0,0,1,0,0,0,0,NE,49.95833333333334,64219
New Hampshire,2007,6.166666666666668,19.3,1313,65698,44899,165020,64856,112902,25861,16,12506,52,0,0,0,0,1,0,0,0,NH,43.1,38434
New Jersey,2007,11.990740740740742,129.6,8678,526814,111799,1241757,640236,335757,50080,268,207,2241,202,1,0,0,1,0,0,0,NJ,53.58333333333334,52998
New Mexico,2007,12.342592592592592,59.4,1990,86511,296067,277635,239858,0,14687,732,2649,165,13771,0,0,0,0,0,0,0,NM,54.21666666666667,32004
Nevada,2007,10.847222222222221,42.0,2601,144405,82871,285879,262547,0,7190,13682,19800,1484,0,1,0,0,0,0,1,0,NV,51.525,42155
New York,2007,7.587962962962963,198.7,19132,1202726,258450,1562784,1214349,445288,132654,739,249596,1160,8238,1,0,0,1,0,0,0,NY,45.65833333333333,392388
Ohio,2007,11.25925925925926,270.1,11500,541411,1463773,1284301,835555,165349,77898,2022,4057,176,146,1,0,1,0,0,0,0,OH,52.26666666666666,84298
Oklahoma,2007,15.583333333333336,109.8,3634,155465,373217,563473,677472,0,33981,14,30303,22,18277,0,0,1,0,0,0,0,OK,60.05,82596
Oregon,2007,8.768518518518517,44.0,3722,171114,45461,374647,260240,0,55759,1012,331978,1059,12325,1,0,0,0,0,1,0,OR,47.78333333333333,402134
Pennsylvania,2007,9.722222222222221,278.5,12564,612018,1491907,1402752,780090,811600,93328,1293,22100,547,4646,1,0,0,1,0,0,0,PA,49.5,121913
Rhode Island,2007,10.157407407407408,11.1,1057,52087,39,87046,90259,0,6286,11,43,59,0,0,0,0,1,0,0,0,RI,50.28333333333333,6399
South Carolina,2007,17.944444444444443,87.7,4444,175090,444046,533797,182201,558014,82110,372,15379,24,0,1,0,1,1,0,0,0,SC,64.3,97885
South Dakota,2007,8.222222222222225,14.0,792,38057,33256,117482,54099,0,38320,933,28834,4,1483,0,0,0,0,0,0,0,SD,46.8,69575
Tennessee,2007,15.523148148148149,128.1,6176,268756,672766,773597,229520,301038,77486,123,48823,36,494,1,0,1,0,0,0,0,TN,59.94166666666667,126961
Texas,2007,18.24537037037037,652.9,23832,1274302,1609155,5917140,3626526,429577,143207,1486,16254,519,89019,0,0,0,1,0,0,0,TX,64.84166666666667,250484
Utah,2007,9.939814814814817,70.7,2598,124498,391386,299418,231125,0,6539,2325,5325,40,0,1,0,0,0,0,1,0,UT,49.89166666666666,14230
Virginia,2007,13.777777777777779,128.7,7751,427001,458200,958752,331018,286019,122029,1031,12338,397,0,1,0,1,1,0,0,0,VA,56.8,135794
Vermont,2007,5.652777777777778,6.5,623,26802,34,86757,8874,49337,12457,14,6391,60,104,0,0,0,1,0,0,0,VT,42.175,19025
Washington,2007,8.21759259259259,79.3,6462,378205,95737,820408,279429,85051,90416,728,779148,102,24095,0,0,0,0,0,1,0,WA,46.79166666666666,894490
Wisconsin,2007,7.078703703703704,105.3,5611,267936,465083,584630,403947,135416,125458,354,14985,174,1080,1,0,0,0,0,0,0,WI,44.74166666666667,142051
West Virginia,2007,11.828703703703706,116.0,1834,66522,983259,235366,124555,0,12758,17,12398,43,1656,1,0,1,0,0,0,0,WV,53.29166666666666,26873
